caller_type,caller_method,caller_rid,il_offset,opcode,target_kind,target_type,target_method,target_token
KAutoHelper.AutoControl,FindHandle,66,2,call,MethodDef,KAutoHelper.AutoControl,GetChildHandle,0x0600003F
KAutoHelper.AutoControl,FindHandle,66,9,call,MethodDef,KAutoHelper.AutoControl,FindHandleWithText,0x06000040
KAutoHelper.AutoControl,FindHandles,67,2,call,MethodDef,KAutoHelper.AutoControl,GetChildHandle,0x0600003F
KAutoHelper.AutoControl,FindHandles,67,9,call,MethodDef,KAutoHelper.AutoControl,FindHandlesWithText,0x06000041
KAutoHelper.AutoControl,CallbackChild,68,2,call,MethodDef,KAutoHelper.AutoControl,GetText,0x06000065
KAutoHelper.AutoControl,CallbackChild,68,9,call,MethodDef,KAutoHelper.AutoControl,GetClassName,0x06000066
KAutoHelper.AutoControl,CallbackChild,68,21,call,MemberRef,System.String,op_Equality,0x0A00006B
KAutoHelper.AutoControl,CallbackChild,68,34,callvirt,MemberRef,System.String,StartsWith,0x0A000079
KAutoHelper.AutoControl,CallbackChild,68,59,call,MethodDef,KAutoHelper.AutoControl,SendMessage,0x06000027
KAutoHelper.AutoControl,SendClickOnControlById,69,3,call,MethodDef,KAutoHelper.AutoControl,GetDlgItem,0x0600002A
KAutoHelper.AutoControl,SendClickOnControlById,69,27,call,MethodDef,KAutoHelper.AutoControl,SendMessage,0x06000026
KAutoHelper.AutoControl,SendClickOnControlByHandle,70,17,call,MethodDef,KAutoHelper.AutoControl,SendMessage,0x06000027
KAutoHelper.AutoControl,SendClickOnControlByHandle,70,39,call,MethodDef,KAutoHelper.AutoControl,SendMessage,0x06000027
KAutoHelper.AutoControl,SendClickOnPosition,71,53,call,MethodDef,KAutoHelper.AutoControl,MakeLParamFromXY,0x06000068
KAutoHelper.AutoControl,SendClickOnPosition,71,85,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendClickOnPosition,71,91,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendClickOnPosition,71,100,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendClickOnPosition,71,106,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendClickOnPosition,71,115,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendClickOnPosition,71,121,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendClickOnPosition,71,201,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendClickOnPosition,71,207,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendClickOnPosition,71,216,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendClickOnPosition,71,222,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendDragAndDropOnPosition,72,19,call,MethodDef,KAutoHelper.AutoControl,MakeLParamFromXY,0x06000068
KAutoHelper.AutoControl,SendDragAndDropOnPosition,72,28,call,MethodDef,KAutoHelper.AutoControl,MakeLParamFromXY,0x06000068
KAutoHelper.AutoControl,SendDragAndDropOnPosition,72,74,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendDragAndDropOnPosition,72,80,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendDragAndDropOnPosition,72,89,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendDragAndDropOnPosition,72,95,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendDragAndDropOnPosition,72,120,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendDragAndDropOnPosition,72,127,call,MethodDef,KAutoHelper.AutoControl,MakeLParamFromXY,0x06000068
KAutoHelper.AutoControl,SendDragAndDropOnPosition,72,132,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendDragAndDropOnPosition,72,289,call,MemberRef,System.TimeSpan,FromSeconds,0x0A00007B
KAutoHelper.AutoControl,SendDragAndDropOnPosition,72,294,call,MemberRef,System.Threading.Thread,Sleep,0x0A000050
KAutoHelper.AutoControl,SendDragAndDropOnPosition,72,312,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendDragAndDropOnPosition,72,318,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendDragAndDropOnMultiPosition,73,45,call,MemberRef,System.Drawing.Point,get_X,0x0A000033
KAutoHelper.AutoControl,SendDragAndDropOnMultiPosition,73,57,call,MemberRef,System.Drawing.Point,get_Y,0x0A000034
KAutoHelper.AutoControl,SendDragAndDropOnMultiPosition,73,62,call,MethodDef,KAutoHelper.AutoControl,MakeLParamFromXY,0x06000068
KAutoHelper.AutoControl,SendDragAndDropOnMultiPosition,73,71,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendDragAndDropOnMultiPosition,73,77,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendDragAndDropOnMultiPosition,73,86,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendDragAndDropOnMultiPosition,73,92,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendDragAndDropOnMultiPosition,73,113,call,MemberRef,System.Drawing.Point,get_X,0x0A000033
KAutoHelper.AutoControl,SendDragAndDropOnMultiPosition,73,126,call,MemberRef,System.Drawing.Point,get_Y,0x0A000034
KAutoHelper.AutoControl,SendDragAndDropOnMultiPosition,73,141,call,MemberRef,System.Drawing.Point,get_X,0x0A000033
KAutoHelper.AutoControl,SendDragAndDropOnMultiPosition,73,156,call,MemberRef,System.Drawing.Point,get_Y,0x0A000034
KAutoHelper.AutoControl,SendDragAndDropOnMultiPosition,73,165,call,MethodDef,KAutoHelper.AutoControl,MouseMoveDrag,0x0600004A
KAutoHelper.AutoControl,SendDragAndDropOnMultiPosition,73,196,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendDragAndDropOnMultiPosition,73,212,call,MemberRef,System.Drawing.Point,get_X,0x0A000033
KAutoHelper.AutoControl,SendDragAndDropOnMultiPosition,73,228,call,MemberRef,System.Drawing.Point,get_Y,0x0A000034
KAutoHelper.AutoControl,SendDragAndDropOnMultiPosition,73,233,call,MethodDef,KAutoHelper.AutoControl,MakeLParamFromXY,0x06000068
KAutoHelper.AutoControl,SendDragAndDropOnMultiPosition,73,238,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,MouseMoveDrag,74,4,call,MethodDef,KAutoHelper.AutoControl,MakeLParamFromXY,0x06000068
KAutoHelper.AutoControl,MouseMoveDrag,74,62,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,MouseMoveDrag,74,69,call,MethodDef,KAutoHelper.AutoControl,MakeLParamFromXY,0x06000068
KAutoHelper.AutoControl,MouseMoveDrag,74,74,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,MouseMoveDrag,74,225,call,MemberRef,System.TimeSpan,FromSeconds,0x0A00007B
KAutoHelper.AutoControl,MouseMoveDrag,74,230,call,MemberRef,System.Threading.Thread,Sleep,0x0A000050
KAutoHelper.AutoControl,SendClickDownOnPosition,75,37,call,MethodDef,KAutoHelper.AutoControl,MakeLParamFromXY,0x06000068
KAutoHelper.AutoControl,SendClickDownOnPosition,75,52,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendClickDownOnPosition,75,58,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendClickDownOnPosition,75,67,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendClickDownOnPosition,75,73,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendClickUpOnPosition,76,37,call,MethodDef,KAutoHelper.AutoControl,MakeLParamFromXY,0x06000068
KAutoHelper.AutoControl,SendClickUpOnPosition,76,52,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendClickUpOnPosition,76,58,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendClickUpOnPosition,76,67,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendClickUpOnPosition,76,73,call,MethodDef,KAutoHelper.AutoControl,SendMessage,0x06000027
KAutoHelper.AutoControl,SendText,77,6,call,MethodDef,KAutoHelper.AutoControl,SendMessage,0x06000029
KAutoHelper.AutoControl,SendKeyBoardPress,78,4,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyBoardPress,78,10,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyBoardPress,78,15,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendKeyBoardPress,78,28,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyBoardPress,78,34,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyBoardPress,78,39,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendKeyBoardPress,78,52,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyBoardPress,78,58,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyBoardPress,78,63,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendKeyBoardPressStepByStep,79,3,callvirt,MemberRef,System.String,ToLower,0x0A00007C
KAutoHelper.AutoControl,SendKeyBoardPressStepByStep,79,18,callvirt,MemberRef,System.String,get_Chars,0x0A00007D
KAutoHelper.AutoControl,SendKeyBoardPressStepByStep,79,416,call,MethodDef,KAutoHelper.AutoControl,SendKeyBoardPress,0x0600004E
KAutoHelper.AutoControl,SendKeyBoardPressStepByStep,79,424,call,MemberRef,System.TimeSpan,FromSeconds,0x0A00007B
KAutoHelper.AutoControl,SendKeyBoardPressStepByStep,79,429,call,MemberRef,System.Threading.Thread,Sleep,0x0A000050
KAutoHelper.AutoControl,SendKeyBoardPressStepByStep,79,442,callvirt,MemberRef,System.String,get_Length,0x0A00007E
KAutoHelper.AutoControl,SendKeyBoardUp,80,4,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyBoardUp,80,10,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyBoardUp,80,15,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendKeyBoardUp,80,28,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyBoardUp,80,34,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyBoardUp,80,39,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendKeyChar,81,4,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyChar,81,10,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyChar,81,15,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendKeyChar,81,28,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyChar,81,34,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyChar,81,39,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendKeyChar,82,4,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyChar,82,10,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyChar,82,15,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendKeyChar,82,28,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyChar,82,34,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyChar,82,39,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendKeyBoardDown,83,4,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyBoardDown,83,10,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyBoardDown,83,15,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendKeyBoardDown,83,28,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyBoardDown,83,34,newobj,MemberRef,System.IntPtr,.ctor,0x0A00007A
KAutoHelper.AutoControl,SendKeyBoardDown,83,39,call,MethodDef,KAutoHelper.AutoControl,PostMessage,0x0600002D
KAutoHelper.AutoControl,SendTextKeyBoard,84,10,callvirt,MemberRef,System.String,get_Chars,0x0A00007D
KAutoHelper.AutoControl,SendTextKeyBoard,84,19,call,MethodDef,KAutoHelper.AutoControl,SendKeyChar,0x06000052
KAutoHelper.AutoControl,SendTextKeyBoard,84,32,callvirt,MemberRef,System.String,get_Length,0x0A00007E
KAutoHelper.AutoControl,SendKeyFocus,85,2,call,MethodDef,KAutoHelper.AutoControl,SendKeyPress,0x06000058
KAutoHelper.AutoControl,SendMultiKeysFocus,86,14,call,MethodDef,KAutoHelper.AutoControl,SendKeyDown,0x0600005A
KAutoHelper.AutoControl,SendMultiKeysFocus,86,48,call,MethodDef,KAutoHelper.AutoControl,SendKeyUp,0x0600005B
KAutoHelper.AutoControl,SendStringFocus,87,2,call,MemberRef,System.Windows.Forms.Clipboard,SetText,0x0A00007F
KAutoHelper.AutoControl,SendStringFocus,87,24,call,MethodDef,KAutoHelper.AutoControl,SendMultiKeysFocus,0x06000056
KAutoHelper.AutoControl,SendKeyPress,88,199,call,MemberRef,System.Type,GetTypeFromHandle,0x0A000080
KAutoHelper.AutoControl,SendKeyPress,88,204,call,MemberRef,System.Runtime.InteropServices.Marshal,SizeOf,0x0A000081
KAutoHelper.AutoControl,SendKeyPress,88,209,call,MethodDef,KAutoHelper.AutoControl,SendInput,0x06000034
KAutoHelper.AutoControl,SendKeyPress,88,223,newobj,MemberRef,System.Exception,.ctor,0x0A000082
KAutoHelper.AutoControl,SendKeyPressStepByStep,89,13,callvirt,MemberRef,System.String,get_Chars,0x0A00007D
KAutoHelper.AutoControl,SendKeyPressStepByStep,89,75,call,MethodDef,KAutoHelper.AutoControl,SendKeyPress,0x06000058
KAutoHelper.AutoControl,SendKeyPressStepByStep,89,85,call,MethodDef,KAutoHelper.AutoControl,SendKeyPress,0x06000058
KAutoHelper.AutoControl,SendKeyPressStepByStep,89,95,call,MethodDef,KAutoHelper.AutoControl,SendKeyPress,0x06000058
KAutoHelper.AutoControl,SendKeyPressStepByStep,89,105,call,MethodDef,KAutoHelper.AutoControl,SendKeyPress,0x06000058
KAutoHelper.AutoControl,SendKeyPressStepByStep,89,115,call,MethodDef,KAutoHelper.AutoControl,SendKeyPress,0x06000058
KAutoHelper.AutoControl,SendKeyPressStepByStep,89,125,call,MethodDef,KAutoHelper.AutoControl,SendKeyPress,0x06000058
KAutoHelper.AutoControl,SendKeyPressStepByStep,89,135,call,MethodDef,KAutoHelper.AutoControl,SendKeyPress,0x06000058
KAutoHelper.AutoControl,SendKeyPressStepByStep,89,145,call,MethodDef,KAutoHelper.AutoControl,SendKeyPress,0x06000058
KAutoHelper.AutoControl,SendKeyPressStepByStep,89,155,call,MethodDef,KAutoHelper.AutoControl,SendKeyPress,0x06000058
KAutoHelper.AutoControl,SendKeyPressStepByStep,89,165,call,MethodDef,KAutoHelper.AutoControl,SendKeyPress,0x06000058
KAutoHelper.AutoControl,SendKeyPressStepByStep,89,176,call,MemberRef,System.TimeSpan,FromSeconds,0x0A00007B
KAutoHelper.AutoControl,SendKeyPressStepByStep,89,181,call,MemberRef,System.Threading.Thread,Sleep,0x0A000050
KAutoHelper.AutoControl,SendKeyPressStepByStep,89,194,callvirt,MemberRef,System.String,get_Length,0x0A00007E
KAutoHelper.AutoControl,SendKeyDown,90,153,call,MemberRef,System.Type,GetTypeFromHandle,0x0A000080
KAutoHelper.AutoControl,SendKeyDown,90,158,call,MemberRef,System.Runtime.InteropServices.Marshal,SizeOf,0x0A000081
KAutoHelper.AutoControl,SendKeyDown,90,163,call,MethodDef,KAutoHelper.AutoControl,SendInput,0x06000034
KAutoHelper.AutoControl,SendKeyDown,90,176,newobj,MemberRef,System.Exception,.ctor,0x0A000082
KAutoHelper.AutoControl,SendKeyUp,91,153,call,MemberRef,System.Type,GetTypeFromHandle,0x0A000080
KAutoHelper.AutoControl,SendKeyUp,91,158,call,MemberRef,System.Runtime.InteropServices.Marshal,SizeOf,0x0A000081
KAutoHelper.AutoControl,SendKeyUp,91,163,call,MethodDef,KAutoHelper.AutoControl,SendInput,0x06000034
KAutoHelper.AutoControl,SendKeyUp,91,175,newobj,MemberRef,System.Exception,.ctor,0x0A000082
KAutoHelper.AutoControl,MouseClick,92,3,newobj,MemberRef,System.Drawing.Point,.ctor,0x0A000040
KAutoHelper.AutoControl,MouseClick,92,8,call,MemberRef,System.Windows.Forms.Cursor,set_Position,0x0A000083
KAutoHelper.AutoControl,MouseClick,92,15,call,MethodDef,KAutoHelper.AutoControl,Click,0x06000061
KAutoHelper.AutoControl,MouseDragX,93,2,call,MemberRef,System.Windows.Forms.Cursor,set_Position,0x0A000083
KAutoHelper.AutoControl,MouseDragX,93,17,call,MethodDef,KAutoHelper.AutoControl,mouse_event,0x06000032
KAutoHelper.AutoControl,MouseDragX,93,46,call,MethodDef,KAutoHelper.AutoControl,mouse_event,0x06000032
KAutoHelper.AutoControl,MouseDragX,93,65,call,MethodDef,KAutoHelper.AutoControl,mouse_event,0x06000032
KAutoHelper.AutoControl,MouseDragX,93,98,call,MethodDef,KAutoHelper.AutoControl,mouse_event,0x06000032
KAutoHelper.AutoControl,MouseDragY,94,2,call,MemberRef,System.Windows.Forms.Cursor,set_Position,0x0A000083
KAutoHelper.AutoControl,MouseDragY,94,17,call,MethodDef,KAutoHelper.AutoControl,mouse_event,0x06000032
KAutoHelper.AutoControl,MouseDragY,94,46,call,MethodDef,KAutoHelper.AutoControl,mouse_event,0x06000032
KAutoHelper.AutoControl,MouseDragY,94,65,call,MethodDef,KAutoHelper.AutoControl,mouse_event,0x06000032
KAutoHelper.AutoControl,MouseDragY,94,98,call,MethodDef,KAutoHelper.AutoControl,mouse_event,0x06000032
KAutoHelper.AutoControl,MouseScroll,95,2,call,MemberRef,System.Windows.Forms.Cursor,set_Position,0x0A000083
KAutoHelper.AutoControl,MouseScroll,95,21,call,MethodDef,KAutoHelper.AutoControl,mouse_event,0x06000032
KAutoHelper.AutoControl,MouseClick,96,2,call,MemberRef,System.Windows.Forms.Cursor,set_Position,0x0A000083
KAutoHelper.AutoControl,MouseClick,96,9,call,MethodDef,KAutoHelper.AutoControl,Click,0x06000061
KAutoHelper.AutoControl,Click,97,40,call,MethodDef,KAutoHelper.AutoControl,mouse_event,0x06000032
KAutoHelper.AutoControl,Click,97,61,call,MethodDef,KAutoHelper.AutoControl,mouse_event,0x06000032
KAutoHelper.AutoControl,Click,97,82,call,MethodDef,KAutoHelper.AutoControl,mouse_event,0x06000032
KAutoHelper.AutoControl,Click,97,101,call,MethodDef,KAutoHelper.AutoControl,mouse_event,0x06000032
KAutoHelper.AutoControl,Click,97,122,call,MethodDef,KAutoHelper.AutoControl,mouse_event,0x06000032
KAutoHelper.AutoControl,Click,97,141,call,MethodDef,KAutoHelper.AutoControl,mouse_event,0x06000032
KAutoHelper.AutoControl,GetWindowRect,98,12,call,MethodDef,KAutoHelper.AutoControl,GetWindowRect,0x06000030
KAutoHelper.AutoControl,GetGlobalPoint,99,10,call,MethodDef,KAutoHelper.AutoControl,GetWindowRect,0x06000062
KAutoHelper.AutoControl,GetGlobalPoint,99,18,call,MemberRef,,get_HasValue,0x0A000055
KAutoHelper.AutoControl,GetGlobalPoint,99,41,call,MemberRef,,.ctor,0x0A000085
KAutoHelper.AutoControl,GetGlobalPoint,99,50,call,MemberRef,,get_Value,0x0A000056
KAutoHelper.AutoControl,GetGlobalPoint,99,58,call,MemberRef,System.Drawing.Point,get_X,0x0A000033
KAutoHelper.AutoControl,GetGlobalPoint,99,70,call,MemberRef,System.Drawing.Point,set_X,0x0A000086
KAutoHelper.AutoControl,GetGlobalPoint,99,80,call,MemberRef,,get_Value,0x0A000056
KAutoHelper.AutoControl,GetGlobalPoint,99,88,call,MemberRef,System.Drawing.Point,get_Y,0x0A000034
KAutoHelper.AutoControl,GetGlobalPoint,99,100,call,MemberRef,System.Drawing.Point,set_Y,0x0A000087
KAutoHelper.AutoControl,GetGlobalPoint,100,10,call,MethodDef,KAutoHelper.AutoControl,GetWindowRect,0x06000062
KAutoHelper.AutoControl,GetGlobalPoint,100,26,call,MemberRef,System.Drawing.Point,set_X,0x0A000086
KAutoHelper.AutoControl,GetGlobalPoint,100,42,call,MemberRef,System.Drawing.Point,set_Y,0x0A000087
KAutoHelper.AutoControl,GetText,101,6,newobj,MemberRef,System.Text.StringBuilder,.ctor,0x0A000088
KAutoHelper.AutoControl,GetText,101,19,call,MethodDef,KAutoHelper.AutoControl,GetWindowText,0x06000022
KAutoHelper.AutoControl,GetText,101,26,callvirt,MemberRef,System.Object,ToString,0x0A000089
KAutoHelper.AutoControl,GetText,101,31,callvirt,MemberRef,System.String,Trim,0x0A000030
KAutoHelper.AutoControl,GetClassName,102,6,newobj,MemberRef,System.Text.StringBuilder,.ctor,0x0A000088
KAutoHelper.AutoControl,GetClassName,102,19,call,MethodDef,KAutoHelper.AutoControl,GetClassName,0x06000023
KAutoHelper.AutoControl,GetClassName,102,26,callvirt,MemberRef,System.Object,ToString,0x0A000089
KAutoHelper.AutoControl,GetClassName,102,31,callvirt,MemberRef,System.String,Trim,0x0A000030
KAutoHelper.AutoControl,MakeLParam,103,13,call,MemberRef,System.IntPtr,op_Explicit,0x0A00008A
KAutoHelper.AutoControl,MakeLParamFromXY,104,7,call,MemberRef,System.IntPtr,op_Explicit,0x0A00008A
KAutoHelper.AutoControl,.ctor,105,1,call,MemberRef,System.Object,.ctor,0x0A000057
KAutoHelper.FindWindow,GetWindowHandles,109,0,newobj,MethodDef,<>c__DisplayClass4_0,.ctor,0x060000CD
KAutoHelper.FindWindow,GetWindowHandles,109,15,newobj,MemberRef,,.ctor,0x0A000069
KAutoHelper.FindWindow,GetWindowHandles,109,27,call,MemberRef,System.Diagnostics.Process,GetProcessesByName,0x0A00008B
KAutoHelper.FindWindow,GetWindowHandles,109,51,newobj,MethodDef,EnumWindowsProc,.ctor,0x060000C9
KAutoHelper.FindWindow,GetWindowHandles,109,61,call,MethodDef,KAutoHelper.FindWindow,EnumWindows,0x0600006A
KAutoHelper.FindWindow,.ctor,110,1,call,MemberRef,System.Object,.ctor,0x0A000057
KAutoHelper.CaptureHelper,CaptureScreen,111,1,call,MethodDef,User32,GetDesktopWindow,0x060000D8
KAutoHelper.CaptureHelper,CaptureScreen,111,6,call,MethodDef,KAutoHelper.CaptureHelper,CaptureWindow,0x06000070
KAutoHelper.CaptureHelper,CaptureWindow,112,2,call,MethodDef,User32,GetWindowDC,0x060000D9
KAutoHelper.CaptureHelper,CaptureWindow,112,19,call,MethodDef,User32,GetWindowRect,0x060000DB
KAutoHelper.CaptureHelper,CaptureWindow,112,54,call,MethodDef,GDI32,CreateCompatibleDC,0x060000D3
KAutoHelper.CaptureHelper,CaptureWindow,112,64,call,MethodDef,GDI32,CreateCompatibleBitmap,0x060000D2
KAutoHelper.CaptureHelper,CaptureWindow,112,75,call,MethodDef,GDI32,SelectObject,0x060000D6
KAutoHelper.CaptureHelper,CaptureWindow,112,96,call,MethodDef,GDI32,BitBlt,0x060000D1
KAutoHelper.CaptureHelper,CaptureWindow,112,106,call,MethodDef,GDI32,SelectObject,0x060000D6
KAutoHelper.CaptureHelper,CaptureWindow,112,114,call,MethodDef,GDI32,DeleteDC,0x060000D4
KAutoHelper.CaptureHelper,CaptureWindow,112,122,call,MethodDef,User32,ReleaseDC,0x060000DA
KAutoHelper.CaptureHelper,CaptureWindow,112,130,call,MemberRef,System.Drawing.Image,FromHbitmap,0x0A00008C
KAutoHelper.CaptureHelper,CaptureWindow,112,139,call,MethodDef,GDI32,DeleteObject,0x060000D5
KAutoHelper.CaptureHelper,ScaleImage,113,6,callvirt,MemberRef,System.Drawing.Image,get_Size,0x0A00008D
KAutoHelper.CaptureHelper,ScaleImage,113,14,call,MemberRef,System.Drawing.Size,get_Width,0x0A00008E
KAutoHelper.CaptureHelper,ScaleImage,113,20,callvirt,MemberRef,System.Drawing.Image,get_Size,0x0A00008D
KAutoHelper.CaptureHelper,ScaleImage,113,28,call,MemberRef,System.Drawing.Size,get_Width,0x0A00008E
KAutoHelper.CaptureHelper,ScaleImage,113,39,callvirt,MemberRef,System.Drawing.Image,get_Size,0x0A00008D
KAutoHelper.CaptureHelper,ScaleImage,113,47,call,MemberRef,System.Drawing.Size,get_Height,0x0A00008F
KAutoHelper.CaptureHelper,ScaleImage,113,53,callvirt,MemberRef,System.Drawing.Image,get_Size,0x0A00008D
KAutoHelper.CaptureHelper,ScaleImage,113,61,call,MemberRef,System.Drawing.Size,get_Height,0x0A00008F
KAutoHelper.CaptureHelper,ScaleImage,113,71,call,MethodDef,KAutoHelper.CaptureHelper,ResizeImage,0x06000072
KAutoHelper.CaptureHelper,ResizeImage,114,7,call,MemberRef,System.Drawing.Rectangle,.ctor,0x0A000090
KAutoHelper.CaptureHelper,ResizeImage,114,14,newobj,MemberRef,System.Drawing.Bitmap,.ctor,0x0A000091
KAutoHelper.CaptureHelper,ResizeImage,114,22,callvirt,MemberRef,System.Drawing.Image,get_HorizontalResolution,0x0A000092
KAutoHelper.CaptureHelper,ResizeImage,114,28,callvirt,MemberRef,System.Drawing.Image,get_VerticalResolution,0x0A000093
KAutoHelper.CaptureHelper,ResizeImage,114,33,callvirt,MemberRef,System.Drawing.Bitmap,SetResolution,0x0A000094
KAutoHelper.CaptureHelper,ResizeImage,114,40,call,MemberRef,System.Drawing.Graphics,FromImage,0x0A000095
KAutoHelper.CaptureHelper,ResizeImage,114,49,callvirt,MemberRef,System.Drawing.Graphics,set_CompositingMode,0x0A000096
KAutoHelper.CaptureHelper,ResizeImage,114,57,callvirt,MemberRef,System.Drawing.Graphics,set_CompositingQuality,0x0A000097
KAutoHelper.CaptureHelper,ResizeImage,114,65,callvirt,MemberRef,System.Drawing.Graphics,set_InterpolationMode,0x0A000098
KAutoHelper.CaptureHelper,ResizeImage,114,73,callvirt,MemberRef,System.Drawing.Graphics,set_SmoothingMode,0x0A000099
